Public ref. number,States (EN),Elect. group (EN),Region. group (EN),Year of inscription,Decision No.,Type of candidature,National or Multinational,Title (EN),Short description (EN)
865,Republic of Moldova; Romania,Group II,Europe and North America,2013,8.COM 8.24,Representative List,Multinational,"Men's group Colindat, Christmas-time ritual","On Christmas Eve, groups of young men in villages throughout Romania and the Republic of Moldova go from house to house performing festive songs. The songs have an epic content, which is adapted to each host's individual circumstances. The performers also sing special, auspicious songs for unmarried girls, to help them find a husband within the next year. After the performance, the hosts offer the singers ritual gifts and money. Colindat plays an important role in preserving social identity and cohesion."
865,Republic of Moldova; Romania,Group II,Europe and North America,2013,8.COM 8.24,Representative List,Multinational,"Men's group Colindat, Christmas-time ritual","On Christmas Eve, groups of young men in villages throughout Romania and the Republic of Moldova go from house to house performing festive songs. The songs have an epic content, which is adapted to each host's individual circumstances. The performers also sing special, auspicious songs for unmarried girls, to help them find a husband within the next year. After the performance, the hosts offer the singers ritual gifts and money. Colindat plays an important role in preserving social identity and cohesion."
1167,Romania; Republic of Moldova,Group II,Europe and North America,2016,11.COM 10.b.26,Representative List,Multinational,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,"Traditionally, wall carpets produced by weaver communities of Romania and the Republic of Moldova were used for decoration, funerals, exhibitions and as part of a bride's dowry. These days, they are mainly appreciated as works of art. Techniques have changed from vertical/horizontal looms practised in some parts to tight picking and other forms, with weavers now able to work from home. An expression of creativity, identity and tool for social cohesion, it is transmitted by families, craft centers and colleges."
1167,Romania; Republic of Moldova,Group II,Europe and North America,2016,11.COM 10.b.26,Representative List,Multinational,Traditional wall-carpet craftsmanship in Romania and the Republic of Moldova,"Traditionally, wall carpets produced by weaver communities of Romania and the Republic of Moldova were used for decoration, funerals, exhibitions and as part of a bride's dowry. These days, they are mainly appreciated as works of art. Techniques have changed from vertical/horizontal looms practised in some parts to tight picking and other forms, with weavers now able to work from home. An expression of creativity, identity and tool for social cohesion, it is transmitted by families, craft centers and colleges."
90,Romania,Group II,Europe and North America,2008,3.COM 1,Representative List,National,Calus ritual,
192,Romania,Group II,Europe and North America,2009,4.COM 13.69,Representative List,National,Doina,
610,Romania,Group II,Europe and North America,2012,7.COM 11.28,Representative List,National,Craftsmanship of Horezu ceramics,"Horezu ceramics are a unique traditional craft, handmade in V�lcea County, Romania. The potters select and extract the earth, which is then cleaned, cut, watered, kneaded, trampled and mixed � transforming it into a clay body from which they produce a red pottery. Each object is shaped with a special finger technique, decorated with traditional motifs in vivid shades, and then fired. The potters rely on traditional tools: mixers, potter's wheels, combs, tools for decoration and wood-burning stoves."
1092,Romania,Group II,Europe and North America,2015,10.COM 10.b.25,Representative List,National,Lad's dances in Romania,"Lad's dances are a genre of men's folk dance in Romania practised on festive occasions and as stage performances. One of the dance leaders trains the group, while the second leads the dance. Participants can be aged 5 to 70 and include Hungarian and Roma dancers, as well as Romanian dancers, contributing to intercultural dialogue and social cohesion. The dance helps young men to strengthen their status in traditional communities, particularly among girls and their families in anticipation of marriage."
17,Russian Federation,Group II,Asia and the Pacific; Europe and North America,2008,3.COM 1,Representative List,Multinational,Cultural space and oral culture of the Semeiskie,
145,Russian Federation,Group II,Asia and the Pacific; Europe and North America,2008,3.COM 1,Representative List,Multinational,"Olonkho, Yakut heroic epos",
1499,Samoa,Group IV,Asia and the Pacific,2019,14.COM 10.b.31,Representative List,National,"'Ie Samoa, fine mat and its cultural value","The 'Ie Samoa is a finely hand-woven mat fastened at the hem with two rows of green and red feathers. Traditionally woven with strippings of the pandanus plant, the final product is silk-like and coppery in colour. The production process is highly intricate and can take years. The 'Ie Samoa is, however, more than a cultural product, its true value lies in its exchange during traditional ceremonies and rituals. Women and master weavers have now set up fine mat committees in their villages, contributing to the transmission of the art form."
1196,Saudi Arabia,Group V(b),Arab States,2015,10.COM 10.b.26,Representative List,National,"Alardah Alnajdiyah, dance, drumming and poetry in Saudi Arabia","Alardah is a traditional cultural expression combining dance, drumming and poetry chanting that is considered fundamental to practising communities. It involves a poet chanting verses, which are then sung by other performers carrying swords and moving in time to beating drums. Featured at family, local and national events, it is performed by males while women design the costumes. Neither age nor class acts as a barrier to participation, assisting social cohesion. Practice transmitters are individuals, schools, troupes, neighbourhoods and provinces."
1074,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.32,Representative List,Multinational,"Arabic coffee, a symbol of generosity","Serving Arabic coffee is an important aspect of hospitality in Arab societies. Traditionally prepared in front of house guests by men and women, it is also served by sheikhs and heads of tribes. The beans are roasted, ground with a mortar and pestle then brewed in a pot. The most important or oldest guest is served first. The practice is passed on within families and includes young people visiting the market with their elders to learn how to select beans."
1074,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.32,Representative List,Multinational,"Arabic coffee, a symbol of generosity","Serving Arabic coffee is an important aspect of hospitality in Arab societies. Traditionally prepared in front of house guests by men and women, it is also served by sheikhs and heads of tribes. The beans are roasted, ground with a mortar and pestle then brewed in a pot. The most important or oldest guest is served first. The practice is passed on within families and includes young people visiting the market with their elders to learn how to select beans."
1074,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.32,Representative List,Multinational,"Arabic coffee, a symbol of generosity","Serving Arabic coffee is an important aspect of hospitality in Arab societies. Traditionally prepared in front of house guests by men and women, it is also served by sheikhs and heads of tribes. The beans are roasted, ground with a mortar and pestle then brewed in a pot. The most important or oldest guest is served first. The practice is passed on within families and includes young people visiting the market with their elders to learn how to select beans."
1074,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.32,Representative List,Multinational,"Arabic coffee, a symbol of generosity","Serving Arabic coffee is an important aspect of hospitality in Arab societies. Traditionally prepared in front of house guests by men and women, it is also served by sheikhs and heads of tribes. The beans are roasted, ground with a mortar and pestle then brewed in a pot. The most important or oldest guest is served first. The practice is passed on within families and includes young people visiting the market with their elders to learn how to select beans."
1076,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.33,Representative List,Multinational,"Majlis, a cultural and social space","Majlis (sitting places) are community spaces where people discuss local issues, settle disputes, exchange news and be entertained, playing an important role in the transmission of oral heritage. The areas are usually large, comfortable and equipped with beverage-making facilities. Elders with extensive local knowledge are the main practice bearers, while judges and religious sheikhs adjudicate on disputes. Women have their own Majlis, although prominent figures may attend others more academic. Practice transmission occurs when children attend with older community members."
1076,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.33,Representative List,Multinational,"Majlis, a cultural and social space","Majlis (sitting places) are community spaces where people discuss local issues, settle disputes, exchange news and be entertained, playing an important role in the transmission of oral heritage. The areas are usually large, comfortable and equipped with beverage-making facilities. Elders with extensive local knowledge are the main practice bearers, while judges and religious sheikhs adjudicate on disputes. Women have their own Majlis, although prominent figures may attend others more academic. Practice transmission occurs when children attend with older community members."
1076,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.33,Representative List,Multinational,"Majlis, a cultural and social space","Majlis (sitting places) are community spaces where people discuss local issues, settle disputes, exchange news and be entertained, playing an important role in the transmission of oral heritage. The areas are usually large, comfortable and equipped with beverage-making facilities. Elders with extensive local knowledge are the main practice bearers, while judges and religious sheikhs adjudicate on disputes. Women have their own Majlis, although prominent figures may attend others more academic. Practice transmission occurs when children attend with older community members."
1076,United Arab Emirates; Saudi Arabia; Oman; Qatar,Group V(b),Arab States,2015,10.COM 10.b.33,Representative List,Multinational,"Majlis, a cultural and social space","Majlis (sitting places) are community spaces where people discuss local issues, settle disputes, exchange news and be entertained, playing an important role in the transmission of oral heritage. The areas are usually large, comfortable and equipped with beverage-making facilities. Elders with extensive local knowledge are the main practice bearers, while judges and religious sheikhs adjudicate on disputes. Women have their own Majlis, although prominent figures may attend others more academic. Practice transmission occurs when children attend with older community members."
1011,Saudi Arabia,Group V(b),Arab States,2016,11.COM 10.b.27,Representative List,National,"Almezmar, drumming and dancing with sticks","Almezmar is a traditional practice of the Hijazi community in Saudi Arabia performed for family celebrations or national events. Involving up to 100 male practitioners, two rows stand opposite each other clapping and chanting songs about gallantry or love. Drums beat in the background while pairs of performers twirl large sticks in the group's centre and others follow. Transmitted by performing arts troupes and heritage centres, the practice acts as an identity marker and part of the community's collective memory."
1261,Saudi Arabia,Group V(b),Arab States,2017,12.COM 11.b.27,Representative List,National,"Al-Qatt Al-Asiri, female traditional interior wall decoration in Asir, Saudi Arabia","Al-Qatt Al-Asiri, a female traditional interior wall decoration, is an art technique carried out by women in the community that involves decorating the interior walls, specifically in rooms for visiting guests. Nowadays, male and female artists, designers and architects also practise the element. The art enhances social bonding and solidarity among the female community, and its application in most households ensures its viability. Observation and practice are the key methods for transmitting knowledge and skills relating to the element."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Africa; Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Africa; Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Africa; Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Africa; Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1509,Bahrain; Egypt; Iraq; Jordan; Kuwait; Mauritania; Morocco; Oman; Palestine; Saudi Arabia; Sudan; Tunisia; United Arab Emirates; Yemen,Group V(b),Arab States,2019,14.COM 10.b.3,Representative List,Multinational,"Date palm, knowledge, skills, traditions and practices","In the submitting States, the date palm has given rise to numerous associated crafts, professions and traditions for centuries. Bearers and practitioners include date palm farm owners, farmers who nurture the plant, craftspeople producing traditional related products, date traders, artists, and performers of associated folkloric tales and poems. The date palm has played a pivotal role in helping people face the challenges of life in the harsh desert environment, and the cultural relevance and proliferation of the element over the centuries demonstrate local communities' commitment to its preservation."
1586,Saudi Arabia; Kuwait,Group V(b),Arab States,2020,15.COM 8.b.4,Representative List,Multinational,Traditional weaving of Al Sadu,"Traditional weaving of Al Sadu refers to the traditional woven textile made by Bedouin women: in Arabic, 'Al Sadu' means weaving done in a horizontal style. It is a form of warp-faced plain weave made on a ground loom using natural fibres. The cloth forms a tightly woven, durable textile, with patterns that reflect the desert environment. The primary bearers of Al Sadu are older Bedouin women, who play a key role in transmitting their skills to others. Nowadays, Al Sadu has become less of a functional object than a bearer of deep tradition and culture."
1586,Saudi Arabia; Kuwait,Group V(b),Arab States,2020,15.COM 8.b.4,Representative List,Multinational,Traditional weaving of Al Sadu,"Traditional weaving of Al Sadu refers to the traditional woven textile made by Bedouin women: in Arabic, 'Al Sadu' means weaving done in a horizontal style. It is a form of warp-faced plain weave made on a ground loom using natural fibres. The cloth forms a tightly woven, durable textile, with patterns that reflect the desert environment. The primary bearers of Al Sadu are older Bedouin women, who play a key role in transmitting their skills to others. Nowadays, Al Sadu has become less of a functional object than a bearer of deep tradition and culture."
878,Senegal,Group V(a),Africa,2013,8.COM 8.25,Representative List,National,"Xooy, a divination ceremony among the Serer of Senegal�","The Xooy is a traditional divination ceremony among the Serer community, organized prior to the rainy season. During this long nocturnal gathering, master seers known as Saltigues step into a circle and deliver predictions before a rapturous audience. The combination of their vibrant clothing, songs and dances creates a colourful, dramatic ceremony and the seers hold the audience in suspense until daybreak. The Saltigues are the living mediums of the Xooy and preserve and transmit the knowledge that is vital to the ceremony."
1748,Senegal,Group V(a),Africa,2021,16.COM 8.b.36,Representative List,National,"Ceebu J�n, a culinary art of Senegal","Ceebu j�n is an emblematic Senegalese dish. Although recipes vary from one region to the next, it is typically made with fish steak, broken rice, dried fish, mollusc and seasonal vegetables, such as onions, parsley, carrots, eggplant, white cabbage, cassava, sweet potato, okra and bay leaf. The recipe and techniques are traditionally passed down from mother to daughter. In most families, ceebu j�n is eaten with the hands, although spoons or forks are usually used in restaurants. Viewed as an affirmation of Senegalese identity, the dish has become the national dish of Senegal."
1010,Serbia,Group II,Europe and North America,2014,9.COM 10.39,Representative List,National,"Slava, celebration of family saint patron's day","In Serbia, families, neighbours and friends celebrate a holiday in honour of the Orthodox Christian patron saint, Slava. A specially designed candle is lit in the family home, then wine is poured over a Slava cake, which is then cut crosswise, rotated and broken into four parts and lifted up. Women play an important role in transmitting knowledge within families concerning the performance of rituals, their meaning and purpose. The Slava feast reinforces social relations and encourages dialogue in multi-ethnic and multi-confessional areas."
1270,Serbia,Group II,Europe and North America,2017,12.COM 11.b.28,Representative List,National,"Kolo, traditional folk dance","Kolo is a traditional, collective folk dance performed by dancers interlinked to form a chain, usually moving in a circle holding hands. It is performed to the accompaniment of music during private and public gatherings and plays an integrative social role, involving all members of the local community. Performances at key events for the lives of individuals and communities make this element very present and sustainable, and bearers and local communities ensure its visibility through fairs, festivals and competitions."
1377,Serbia,Group II,Europe and North America,2018,13.COM 10.b.31,Representative List,National,Singing to the accompaniment of the Gusle,"Singing to the accompaniment of the Gusle � a simple string instrument � is an ancient art of performing primarily heroic epics. Performances are carried out by soloists (guslars) who engage the audience in a complex form of interaction. Covering a wide range of topics, from archetypal motifs to historical themes and modern life, the songs reflect the community's value system. Local organizations are assembled around the Union of Guslars of Serbia, which has established the Festival of Young Guslars and the Assembly of the Young Guslars of Serbia."
1466,Serbia,Group II,Europe and North America,2020,15.COM 8.b.5,Representative List,National,"Zlakusa pottery making, hand-wheel pottery making in the village of Zlakusa","Zlakusa pottery making, hand-wheel pottery making in the village of Zlakusa, relates to the practice of making unglazed vessels for thermic food processing. Used in households and restaurants across Serbia, Zlakusa pottery is made of clay and calcite and the wheel is run exclusively by hand. The finished vessels are decorated with geometrical ornaments. It is claimed that some dishes prepared in Zlakusa earthenware have a unique taste, and the pottery is also closely associated with the village of Zlakusa and its environs reflecting its close link with the natural environment."
1690,Seychelles,Group V(a),Africa,2021,16.COM 8.b.37,Representative List,National,Moutya,"Moutya was brought to Seychelles by the enslaved Africans who arrived with the French settlers in the early eighteenth century. A sensual dance with simple choreography, it is traditionally performed around a bonfire to the beating of drums. Historically, moutya was a psychological comfort against hardship and a means of resisting social injustice. It is usually performed spontaneously within the community, as well as at gatherings and cultural events. Moutya is transmitted informally through performance, observation and imitation and formally through research, documentation and dissemination."
1568,Singapore,Group IV,Asia and the Pacific,2020,15.COM 8.b.6,Representative List,National,"Hawker culture in Singapore, community dining and culinary practices in a multicultural urban context","Hawker culture is present throughout Singapore. Hawkers prepare a variety of food for people who dine and mingle at hawker centres. These centres serve as 'community dining rooms' where people from diverse backgrounds gather and share the experience of dining together. Activities such as chess-playing, busking and art-jamming also take place. Having evolved from street food culture, hawker centres have become markers of Singapore as a multicultural city-state. Hawkers often specialize in a particular dish refined over many years and transmit their recipes, knowledge and skills to younger family members or apprentices."
99,Slovakia,Group II,Europe and North America,2008,3.COM 1,Representative List,National,Fujara and its music,
877,Slovakia,Group II,Europe and North America,2013,8.COM 8.26,Representative List,National,Music of Terchov�,"The village of Terchov� in north-west Slovakia is renowned for its collective vocal and instrumental music, performed by three-, four- or five-member string ensembles with a small two-string bass or diatonic button accordion, combined with polyphonic singing and folk dances. Performances take place at anniversaries, festivals and, most importantly, the J�no��k's Days International Festival. Transmitted orally, the traditional music culture is a matter of pride and a marker of identity among the inhabitants of Terchov� and the surrounding areas."
1075,Slovakia,Group II,Europe and North America,2015,10.COM 10.b.27,Representative List,National,Bagpipe culture,"Bagpipe culture exists throughout Slovakia, covering instrument-making, music repertoire, style and ornamentation to dance, special verbal expressions and folk customs. Many attributes are hallmarks of the country's traditional folk culture that include links to the environment, such as the natural material used for instrument making. Communities are proud to have a bagpipe player perform at local events as the music invokes a sense of identity for the public. Skills are transmitted within families and communities through formal and non-formal training."
1202,Slovakia; Czechia,Group II,Europe and North America,2016,11.COM 10.b.28,Representative List,Multinational,Puppetry in Slovakia and Czechia,"Puppet theatre for communities in Slovakia and Czechia is a popular form of traditional folk entertainment but also a way of conveying a vision of the world and teaching moral values. An integral part of local theatre and literary tradition, it contributes to socialization, creativity and participant identity. Featuring puppets mostly made of wood and animated using various methods, the traditional cultural practice is transmitted by performer communities, and puppetry dynasties, not-for-profit organizations and music and arts schools."
1202,Slovakia; Czechia,Group II,Europe and North America,2016,11.COM 10.b.28,Representative List,Multinational,Puppetry in Slovakia and Czechia,"Puppet theatre for communities in Slovakia and Czechia is a popular form of traditional folk entertainment but also a way of conveying a vision of the world and teaching moral values. An integral part of local theatre and literary tradition, it contributes to socialization, creativity and participant identity. Featuring puppets mostly made of wood and animated using various methods, the traditional cultural practice is transmitted by performer communities, and puppetry dynasties, not-for-profit organizations and music and arts schools."
1266,Slovakia,Group II,Europe and North America,2017,12.COM 11.b.29,Representative List,National,Multipart singing of Horehronie,"The Multipart Singing of Horehronie involves a variable solo melody of pre-singing and more static choir answers. The singing culminates in intertwined parallel melodies with rich variations. Bearers and practitioners are inhabitants of the villages in question as well as the broader public, and the singing is perceived as a characteristic local phenomenon. The practice is transmitted from generation to generation and through informal education, and bearers endorse the element by practising it and using it in regular cross-generational exchange."
1478,Slovakia,Group II,Europe and North America,2019,14.COM 10.b.33,Representative List,National,"Drot�rstvo, wire craft and art","Drot�rstvo, wire craft and art, refers to the technique of manufacturing and using wire. The practice was developed in the 18th century when specialized craftspeople discovered the interesting properties of wire for the production of utility objects and devised a simple technique to produce and repair basic utensils without welding or soldering, a technique still used to this day. Currently, bearers and practitioners work mainly on artistic products and some practitioners come from families with a multi-generational tradition of transmitting the related skills and knowledge."
1203,Slovenia,Group II,Europe and North America,2016,11.COM 10.b.29,Representative List,National,�kofja Loka passion play,"In �kofja Loka, Slovenia, a folk play procession takes place in the town's medieval centre during Lent and Easter. The �kofja Loka Passion Play, based on the ancient works of a Capuchin monk, demonstrates 20 scenes of the stations of the cross and others from the Old Testament and New Testament involving 900 local performers and 400 additional volunteers. Performed every six years, it is considered a contributor to community identity and cohesion, transmitted by families, schools and local craftspeople."
1278,Slovenia,Group II,Europe and North America,2017,12.COM 11.b.30,Representative List,National,Door-to-door rounds of Kurenti,"Door-to-door rounds of Kurenti is a Shrovetide custom practised from Candlemas to Ash Wednesday. Groups of Kurenti and one or more devils run from house to house and jump around the owners brandishing wooden sticks and ringing bells. Kindergartens and schools help safeguard the practice, and some formal educational courses and informal workshops help maintain respect for the tradition. Related knowledge and skills are mainly transmitted within the family, but museums and schools also play a key role in this regard."
1378,Slovenia,Group II,Europe and North America,2018,13.COM 10.b.32,Representative List,National,Bobbin lacemaking in Slovenia,"The handicraft of bobbin lacemaking in Slovenia consists of the skilled crossing and twisting of thread wound on special wooden sticks known as bobbins. Using locally recognizable patterns with local names, bobbin lacemakers produce lace in bands or in finished shapes. Their production serves to adorn clothing and fashion accessories, church and home textiles and representative spaces. It is furthermore an inspiration for artistic creations more generally. The practice has notable therapeutic functions and is most frequently passed down from grandmothers to grandchildren."
18,Spain,Group I,Europe and North America,2008,3.COM 1,Representative List,National,Mystery play of Elche,
156,Spain,Group I,Europe and North America,2008,3.COM 1,Representative List,National,Patum of Berga,
306,Spain,Group I,Europe and North America,2009,4.COM 15B,Register of Good Safeguarding Practices,National,Centre for traditional culture � school museum of Pusol pedagogic project,
171,Spain,Group I,Europe and North America,2009,4.COM 13.70,Representative List,National,Irrigators' tribunals of the Spanish Mediterranean coast: the Council of Wise Men of the plain of Murcia and the Water Tribunal of the plain of Valencia,
172,Spain,Group I,Europe and North America,2009,4.COM 13.71,Representative List,National,"Whistled language of the island of La Gomera (Canary Islands), the Silbo Gomero",
360,Spain,Group I,Europe and North America,2010,5.COM 6.38,Representative List,National,Chant of the Sybil on Majorca,
363,Spain,Group I,Europe and North America,2010,5.COM 6.39,Representative List,National,Flamenco,
364,Spain,Group I,Europe and North America,2010,5.COM 6.40,Representative List,National,Human towers,
